season,league_slug,div,match_date,home_team,away_team,fthg,ftag,ftr,referee,b365h,b365d,b365a,avg_h,avg_d,avg_a,fetched_at,home_shots,away_shots,home_sot,away_sot,home_fouls,away_fouls,home_corners,away_corners,home_yellows,away_yellows,home_reds,away_reds
2021/2022,bel.1,B1,22/09/2021,Antwerp,Genk,4,2,H,,,,,3.05,3.8,2.11,2026-07-20T22:00:00,10,16,7,7,,,,,5,3,,
2021/2022,bel.1,B1,23/09/2021,Anderlecht,Gent,1,1,D,,,,,2.15,3.58,3.12,2026-07-20T22:00:00,13,11,5,2,,,,,2,2,,
2021/2022,bel.1,B1,24/09/2021,Club Brugge,Oud-Heverlee Leuven,1,1,D,,,,,1.23,6.65,10.62,2026-07-20T22:00:00,32,5,9,1,,,,,1,2,,
2021/2022,bel.1,B1,25/09/2021,Beerschot VA,Eupen,0,3,A,,,,,2.73,3.64,2.37,2026-07-20T22:00:00,7,16,1,5,,,,,5,4,,
2021/2022,bel.1,B1,25/09/2021,Waregem,Kortrijk,2,2,D,,,,,2.87,3.71,2.25,2026-07-20T22:00:00,11,11,3,3,,,,,5,2,,
2021/2022,bel.1,B1,25/09/2021,Standard,St Truiden,1,2,A,,,,,2.0,3.54,3.58,2026-07-20T22:00:00,7,12,1,4,,,,,2,4,,
2021/2022,bel.1,B1,26/09/2021,St. Gilloise,Antwerp,1,2,A,,,,,1.58,4.24,5.15,2026-07-20T22:00:00,20,12,11,5,,,,,3,3,,
2021/2022,bel.1,B1,26/09/2021,Gent,Cercle Brugge,2,1,H,,,,,1.39,4.89,7.19,2026-07-20T22:00:00,12,11,6,4,,,,,3,5,,
2021/2022,bel.1,B1,26/09/2021,Oostende,Anderlecht,2,2,D,,,,,3.92,3.92,1.8,2026-07-20T22:00:00,9,18,5,6,,,,,2,1,,
2021/2022,bel.1,B1,26/09/2021,Charleroi,Mechelen,0,2,A,,,,,2.03,3.79,3.29,2026-07-20T22:00:00,12,11,1,5,,,,,1,3,,
2021/2022,bel.1,B1,26/09/2021,Genk,Seraing,3,0,H,,,,,1.31,5.46,8.63,2026-07-20T22:00:00,12,5,8,2,,,,,3,2,,
2021/2022,bel.1,B1,01/10/2021,Mechelen,Standard,3,1,H,,,,,2.25,3.66,2.95,2026-07-20T22:00:00,16,16,8,4,,,,,2,3,,
2021/2022,bel.1,B1,02/10/2021,Kortrijk,Charleroi,2,2,D,,,,,2.56,3.59,2.57,2026-07-20T22:00:00,20,21,8,10,,,,,2,4,,
2021/2022,bel.1,B1,02/10/2021,Cercle Brugge,St. Gilloise,0,3,A,,,,,4.7,3.98,1.68,2026-07-20T22:00:00,8,11,2,5,,,,,2,2,,
2021/2022,bel.1,B1,02/10/2021,St Truiden,Oostende,1,1,D,,,,,2.13,3.66,3.13,2026-07-20T22:00:00,14,9,4,1,,,,,2,1,,
2021/2022,bel.1,B1,02/10/2021,Oud-Heverlee Leuven,Beerschot VA,0,0,D,,,,,2.16,3.8,3.0,2026-07-20T22:00:00,16,14,7,4,,,,,3,4,,
2021/2022,bel.1,B1,03/10/2021,Anderlecht,Club Brugge,1,1,D,,,,,2.8,3.51,2.4,2026-07-20T22:00:00,18,11,4,4,,,,,2,4,,
2021/2022,bel.1,B1,03/10/2021,Seraing,Waregem,5,1,H,,,,,2.03,3.83,3.27,2026-07-20T22:00:00,26,9,16,4,,,,,0,0,,
2021/2022,bel.1,B1,03/10/2021,Antwerp,Gent,1,0,H,,,,,2.66,3.71,2.42,2026-07-20T22:00:00,11,13,5,3,,,,,1,2,,
2021/2022,bel.1,B1,03/10/2021,Eupen,Genk,3,2,H,,,,,3.17,3.84,2.06,2026-07-20T22:00:00,12,10,7,4,,,,,2,1,,
2021/2022,bel.1,B1,15/10/2021,Club Brugge,Kortrijk,2,0,H,,,,,1.22,6.38,11.54,2026-07-20T22:00:00,17,10,6,0,,,,,3,5,,
2021/2022,bel.1,B1,16/10/2021,St. Gilloise,Seraing,4,2,H,,,,,1.35,5.11,7.75,2026-07-20T22:00:00,21,11,9,4,,,,,3,2,,
2021/2022,bel.1,B1,16/10/2021,Oostende,Cercle Brugge,2,1,H,,,,,2.15,3.65,3.09,2026-07-20T22:00:00,11,12,3,4,,,,,1,3,,
2021/2022,bel.1,B1,16/10/2021,Waregem,Antwerp,2,1,H,,,,,4.29,4.22,1.69,2026-07-20T22:00:00,12,14,8,3,,,,,2,2,,
2021/2022,bel.1,B1,16/10/2021,Standard,Oud-Heverlee Leuven,2,2,D,,,,,1.85,3.8,3.82,2026-07-20T22:00:00,18,13,6,7,,,,,2,1,,
2021/2022,bel.1,B1,17/10/2021,St Truiden,Anderlecht,2,2,D,,,,,4.28,3.66,1.79,2026-07-20T22:00:00,27,10,9,6,,,,,2,0,,
2021/2022,bel.1,B1,17/10/2021,Beerschot VA,Mechelen,0,1,A,,,,,2.96,3.55,2.25,2026-07-20T22:00:00,17,10,6,5,,,,,0,3,,
2021/2022,bel.1,B1,17/10/2021,Charleroi,Genk,2,0,H,,,,,3.24,3.62,2.09,2026-07-20T22:00:00,12,12,3,8,,,,,0,0,,
2021/2022,bel.1,B1,17/10/2021,Gent,Eupen,2,0,H,,,,,1.61,4.17,4.93,2026-07-20T22:00:00,21,7,13,3,,,,,1,4,,
2021/2022,bel.1,B1,22/10/2021,Seraing,Charleroi,1,3,A,,,,,2.97,3.65,2.22,2026-07-20T22:00:00,11,12,1,8,,,,,3,1,,
2021/2022,bel.1,B1,23/10/2021,Cercle Brugge,Standard,1,1,D,,,,,2.52,3.39,2.69,2026-07-20T22:00:00,8,4,5,2,,,,,2,7,,
2021/2022,bel.1,B1,23/10/2021,Kortrijk,Oostende,1,0,H,,,,,2.09,3.63,3.23,2026-07-20T22:00:00,16,12,5,0,,,,,2,2,,
2021/2022,bel.1,B1,23/10/2021,Mechelen,Waregem,2,2,D,,,,,1.6,4.46,4.64,2026-07-20T22:00:00,17,14,7,3,,,,,0,2,,
2021/2022,bel.1,B1,23/10/2021,Eupen,St. Gilloise,2,3,A,,,,,3.81,3.85,1.85,2026-07-20T22:00:00,21,12,6,4,,,,,1,3,,
2021/2022,bel.1,B1,24/10/2021,Antwerp,Club Brugge,1,1,D,,,,,3.57,3.92,1.89,2026-07-20T22:00:00,7,13,4,5,,,,,2,4,,
2021/2022,bel.1,B1,24/10/2021,Anderlecht,Beerschot VA,4,2,H,,,,,1.31,5.52,8.41,2026-07-20T22:00:00,21,14,8,3,,,,,3,3,,
2021/2022,bel.1,B1,24/10/2021,Genk,Gent,0,3,A,,,,,2.07,3.69,3.2,2026-07-20T22:00:00,13,13,5,6,,,,,2,2,,
2021/2022,bel.1,B1,24/10/2021,Oud-Heverlee Leuven,St Truiden,4,1,H,,,,,2.34,3.42,2.88,2026-07-20T22:00:00,12,13,7,5,,,,,0,3,,
2021/2022,bel.1,B1,29/10/2021,Oostende,Mechelen,2,4,A,,,,,2.69,3.59,2.43,2026-07-20T22:00:00,14,8,4,4,,,,,6,3,,
2021/2022,bel.1,B1,30/10/2021,Charleroi,Eupen,3,0,H,,,,,1.83,3.76,3.96,2026-07-20T22:00:00,21,7,7,3,,,,,0,2,,
2021/2022,bel.1,B1,30/10/2021,Beerschot VA,Seraing,3,0,H,,,,,2.45,3.34,2.78,2026-07-20T22:00:00,21,11,8,2,,,,,0,4,,
2021/2022,bel.1,B1,30/10/2021,Standard,Kortrijk,1,1,D,,,,,2.05,3.54,3.4,2026-07-20T22:00:00,14,7,5,3,,,,,2,5,,
2021/2022,bel.1,B1,30/10/2021,St Truiden,Club Brugge,1,2,A,,,,,5.63,4.15,1.55,2026-07-20T22:00:00,11,11,4,5,,,,,3,3,,
2021/2022,bel.1,B1,31/10/2021,Waregem,Genk,2,6,A,,,,,4.37,4.14,1.68,2026-07-20T22:00:00,6,20,2,10,,,,,2,3,,
2021/2022,bel.1,B1,31/10/2021,Cercle Brugge,Antwerp,0,1,A,,,,,2.61,3.41,2.56,2026-07-20T22:00:00,12,9,6,3,,,,,4,5,,
2021/2022,bel.1,B1,31/10/2021,Anderlecht,Oud-Heverlee Leuven,2,2,D,,,,,1.28,5.78,8.74,2026-07-20T22:00:00,16,13,5,8,,,,,1,1,,
2021/2022,bel.1,B1,31/10/2021,Gent,St. Gilloise,0,2,A,,,,,2.31,3.45,2.9,2026-07-20T22:00:00,10,11,4,3,,,,,2,4,,
2021/2022,bel.1,B1,05/11/2021,Oud-Heverlee Leuven,Oostende,1,0,H,,,,,1.92,3.94,3.53,2026-07-20T22:00:00,8,15,5,4,,,,,3,3,,
2021/2022,bel.1,B1,06/11/2021,Eupen,Waregem,1,1,D,,,,,1.65,4.26,4.54,2026-07-20T22:00:00,7,9,2,2,,,,,3,2,,
2021/2022,bel.1,B1,06/11/2021,Kortrijk,Beerschot VA,1,1,D,,,,,1.76,3.97,4.16,2026-07-20T22:00:00,21,9,7,4,,,,,1,5,,
2021/2022,bel.1,B1,06/11/2021,Mechelen,St Truiden,0,1,A,,,,,1.83,3.81,3.96,2026-07-20T22:00:00,9,12,1,1,,,,,1,5,,
2021/2022,bel.1,B1,06/11/2021,St. Gilloise,Charleroi,4,0,H,,,,,1.69,3.96,4.56,2026-07-20T22:00:00,14,11,5,1,,,,,0,1,,
2021/2022,bel.1,B1,07/11/2021,Club Brugge,Standard,2,2,D,,,,,1.32,5.3,8.5,2026-07-20T22:00:00,11,7,4,2,,,,,2,2,,
2021/2022,bel.1,B1,07/11/2021,Seraing,Gent,0,0,D,,,,,5.31,4.23,1.56,2026-07-20T22:00:00,8,8,2,4,,,,,2,2,,
2021/2022,bel.1,B1,07/11/2021,Antwerp,Anderlecht,2,0,H,,,,,3.23,3.63,2.08,2026-07-20T22:00:00,12,9,4,3,,,,,0,3,,
2021/2022,bel.1,B1,07/11/2021,Genk,Cercle Brugge,1,1,D,,,,,1.54,4.36,5.32,2026-07-20T22:00:00,8,17,4,7,,,,,1,0,,
2021/2022,bel.1,B1,19/11/2021,Mechelen,Club Brugge,2,1,H,,,,,4.36,4.02,1.72,2026-07-20T22:00:00,11,17,4,5,,,,,3,1,,
2021/2022,bel.1,B1,20/11/2021,Cercle Brugge,Charleroi,1,2,A,,,,,2.58,3.51,2.57,2026-07-20T22:00:00,24,11,7,4,,,,,1,4,,
2021/2022,bel.1,B1,20/11/2021,Oud-Heverlee Leuven,Seraing,1,3,A,,,,,1.78,3.99,4.02,2026-07-20T22:00:00,10,12,5,3,,,,,3,3,,
2021/2022,bel.1,B1,20/11/2021,Waregem,Gent,1,2,A,,,,,6.35,4.8,1.44,2026-07-20T22:00:00,8,16,2,4,,,,,4,4,,
2021/2022,bel.1,B1,20/11/2021,Standard,Eupen,1,0,H,,,,,1.96,3.71,3.55,2026-07-20T22:00:00,17,13,6,2,,,,,1,2,,
2021/2022,bel.1,B1,21/11/2021,Anderlecht,Kortrijk,1,1,D,,,,,1.41,4.75,7.17,2026-07-20T22:00:00,21,11,4,5,,,,,0,4,,
2021/2022,bel.1,B1,21/11/2021,St Truiden,Antwerp,2,1,H,,,,,2.73,3.56,2.4,2026-07-20T22:00:00,12,12,7,4,,,,,2,0,,
2021/2022,bel.1,B1,21/11/2021,Oostende,St. Gilloise,1,7,A,,,,,5.66,4.25,1.54,2026-07-20T22:00:00,6,15,1,8,,,,,1,0,,
2021/2022,bel.1,B1,21/11/2021,Beerschot VA,Genk,2,0,H,,,,,4.48,3.98,1.7,2026-07-20T22:00:00,10,19,3,4,,,,,1,1,,
2021/2022,bel.1,B1,26/11/2021,St. Gilloise,Oud-Heverlee Leuven,1,3,A,,,,,1.3,5.88,8.62,2026-07-20T22:00:00,14,6,2,5,,,,,3,3,,
2021/2022,bel.1,B1,27/11/2021,Seraing,St Truiden,2,0,H,,,,,2.88,3.36,2.4,2026-07-20T22:00:00,9,11,2,6,,,,,0,0,,
2021/2022,bel.1,B1,27/11/2021,Cercle Brugge,Mechelen,3,1,H,,,,,2.4,3.58,2.74,2026-07-20T22:00:00,18,4,9,2,,,,,1,2,,
2021/2022,bel.1,B1,27/11/2021,Eupen,Kortrijk,2,2,D,,,,,2.28,3.5,2.96,2026-07-20T22:00:00,13,17,5,8,,,,,2,1,,
2021/2022,bel.1,B1,27/11/2021,Charleroi,Anderlecht,1,3,A,,,,,3.36,3.6,2.06,2026-07-20T22:00:00,8,14,2,6,,,,,1,1,,
2021/2022,bel.1,B1,28/11/2021,Genk,Club Brugge,2,3,A,,,,,2.9,3.67,2.24,2026-07-20T22:00:00,13,8,5,4,,,,,1,3,,
2021/2022,bel.1,B1,28/11/2021,Waregem,Beerschot VA,2,0,H,,,,,2.64,3.63,2.45,2026-07-20T22:00:00,15,14,6,5,,,,,1,1,,
2021/2022,bel.1,B1,28/11/2021,Gent,Standard,3,1,H,,,,,1.54,4.16,5.7,2026-07-20T22:00:00,19,8,8,5,,,,,0,2,,
2021/2022,bel.1,B1,28/11/2021,Antwerp,Oostende,3,0,H,,,,,1.72,3.95,4.36,2026-07-20T22:00:00,14,4,8,1,,,,,1,2,,
2021/2022,bel.1,B1,03/12/2021,St Truiden,St. Gilloise,1,2,A,,,,,3.75,3.38,2.02,2026-07-20T22:00:00,9,13,3,9,,,,,2,2,,
2021/2022,bel.1,B1,04/12/2021,Oud-Heverlee Leuven,Gent,0,1,A,,,,,4.17,3.95,1.76,2026-07-20T22:00:00,14,16,2,8,,,,,2,5,,
2021/2022,bel.1,B1,04/12/2021,Kortrijk,Cercle Brugge,0,2,A,,,,,2.52,3.51,2.64,2026-07-20T22:00:00,13,17,1,5,,,,,2,4,,
2021/2022,bel.1,B1,04/12/2021,Oostende,Eupen,2,1,H,,,,,2.41,3.61,2.69,2026-07-20T22:00:00,17,4,6,2,,,,,2,2,,
2021/2022,bel.1,B1,04/12/2021,Club Brugge,Seraing,3,2,H,,,,,1.25,5.94,10.5,2026-07-20T22:00:00,17,13,8,5,,,,,0,4,,
2021/2022,bel.1,B1,05/12/2021,Beerschot VA,Antwerp,0,1,A,,,,,2.83,3.56,2.34,2026-07-20T22:00:00,13,15,3,6,,,,,4,1,,
2021/2022,bel.1,B1,05/12/2021,Anderlecht,Waregem,3,2,H,,,,,1.22,6.36,11.56,2026-07-20T22:00:00,17,11,7,4,,,,,2,2,,
2021/2022,bel.1,B1,05/12/2021,Standard,Charleroi,0,3,A,,,,,2.24,3.67,2.91,2026-07-20T22:00:00,16,8,3,5,,,,,7,2,,
2021/2022,bel.1,B1,05/12/2021,Mechelen,Genk,1,1,D,,,,,2.84,3.73,2.26,2026-07-20T22:00:00,11,11,3,5,,,,,1,0,,
2021/2022,bel.1,B1,10/12/2021,Charleroi,Oostende,1,0,H,,,,,1.51,4.55,5.6,2026-07-20T22:00:00,11,19,6,3,,,,,0,1,,
2021/2022,bel.1,B1,11/12/2021,Kortrijk,Oud-Heverlee Leuven,2,1,H,,,,,2.13,3.53,3.23,2026-07-20T22:00:00,8,18,2,2,,,,,3,0,,
2021/2022,bel.1,B1,11/12/2021,Eupen,Beerschot VA,1,0,H,,,,,2.05,3.67,3.34,2026-07-20T22:00:00,15,21,7,4,,,,,1,1,,
2021/2022,bel.1,B1,11/12/2021,St Truiden,Cercle Brugge,1,2,A,,,,,2.92,3.02,2.59,2026-07-20T22:00:00,12,11,4,5,,,,,1,4,,
2021/2022,bel.1,B1,11/12/2021,Seraing,Anderlecht,0,5,A,,,,,5.42,4.31,1.55,2026-07-20T22:00:00,5,17,1,7,,,,,0,2,,
2021/2022,bel.1,B1,12/12/2021,Antwerp,Standard,2,3,A,,,,,1.9,3.61,3.87,2026-07-20T22:00:00,10,10,4,8,,,,,4,6,,
2021/2022,bel.1,B1,12/12/2021,St. Gilloise,Mechelen,2,0,H,,,,,1.55,4.39,5.35,2026-07-20T22:00:00,13,15,4,3,,,,,4,2,,
2021/2022,bel.1,B1,12/12/2021,Gent,Genk,1,0,H,,,,,1.78,3.85,4.17,2026-07-20T22:00:00,13,12,6,3,,,,,1,2,,
2021/2022,bel.1,B1,12/12/2021,Club Brugge,Waregem,3,0,H,,,,,1.19,7.04,12.18,2026-07-20T22:00:00,21,7,7,0,,,,,0,3,,
2021/2022,bel.1,B1,14/12/2021,Cercle Brugge,Seraing,2,0,H,,,,,1.56,4.19,5.6,2026-07-20T22:00:00,12,7,5,1,,,,,1,1,,
2021/2022,bel.1,B1,14/12/2021,Anderlecht,St Truiden,2,0,H,,,,,1.41,4.66,7.31,2026-07-20T22:00:00,18,8,4,2,,,,,0,2,,
2021/2022,bel.1,B1,14/12/2021,Oostende,Kortrijk,0,2,A,,,,,2.43,3.54,2.73,2026-07-20T22:00:00,12,13,0,4,,,,,1,1,,
2021/2022,bel.1,B1,15/12/2021,Mechelen,Gent,4,3,H,,,,,3.79,3.8,1.87,2026-07-20T22:00:00,12,22,5,9,,,,,2,0,,
2021/2022,bel.1,B1,15/12/2021,Waregem,St. Gilloise,0,2,A,,,,,6.65,5.01,1.41,2026-07-20T22:00:00,12,14,4,9,,,,,0,4,,
2021/2022,bel.1,B1,15/12/2021,Oud-Heverlee Leuven,Club Brugge,1,4,A,,,,,5.4,4.28,1.55,2026-07-20T22:00:00,16,14,7,4,,,,,0,0,,
2021/2022,bel.1,B1,16/12/2021,Antwerp,Eupen,4,2,H,,,,,1.59,4.28,4.99,2026-07-20T22:00:00,16,13,6,8,,,,,0,1,,
2021/2022,bel.1,B1,16/12/2021,Genk,Charleroi,4,2,H,,,,,1.9,3.78,3.7,2026-07-20T22:00:00,17,11,6,2,,,,,2,3,,
2021/2022,bel.1,B1,17/12/2021,Seraing,Kortrijk,0,2,A,,,,,2.57,3.47,2.61,2026-07-20T22:00:00,9,6,2,5,,,,,2,3,,
2021/2022,bel.1,B1,18/12/2021,Beerschot VA,Oostende,0,2,A,,,,,2.31,3.56,2.86,2026-07-20T22:00:00,13,14,3,6,,,,,0,5,,
2021/2022,bel.1,B1,18/12/2021,St. Gilloise,Cercle Brugge,3,2,H,,,,,1.59,4.27,5.05,2026-07-20T22:00:00,18,10,5,4,,,,,5,3,,
2021/2022,bel.1,B1,18/12/2021,Waregem,Mechelen,3,2,H,,,,,3.34,3.87,1.98,2026-07-20T22:00:00,19,11,6,6,,,,,2,1,,
2021/2022,bel.1,B1,18/12/2021,Gent,St Truiden,2,1,H,,,,,1.36,4.76,8.54,2026-07-20T22:00:00,8,15,4,3,,,,,3,1,,
2021/2022,bel.1,B1,19/12/2021,Club Brugge,Anderlecht,2,2,D,,,,,1.92,3.68,3.71,2026-07-20T22:00:00,16,12,5,6,,,,,1,2,,
2021/2022,bel.1,B1,19/12/2021,Eupen,Charleroi,0,4,A,,,,,2.88,3.46,2.35,2026-07-20T22:00:00,24,10,8,4,,,,,4,0,,
2021/2022,bel.1,B1,19/12/2021,Genk,Antwerp,1,1,D,,,,,1.94,3.72,3.58,2026-07-20T22:00:00,10,7,2,2,,,,,0,2,,
2021/2022,bel.1,B1,19/12/2021,Oud-Heverlee Leuven,Standard,2,1,H,,,,,2.45,3.48,2.73,2026-07-20T22:00:00,6,22,3,7,,,,,1,4,,
2021/2022,bel.1,B1,26/12/2021,Cercle Brugge,Club Brugge,2,0,H,,,,,4.13,3.88,1.78,2026-07-20T22:00:00,12,11,5,5,,,,,3,2,,
2021/2022,bel.1,B1,26/12/2021,Standard,Waregem,0,1,A,,,,,1.62,4.32,4.61,2026-07-20T22:00:00,19,8,2,2,,,,,2,1,,
2021/2022,bel.1,B1,26/12/2021,St. Gilloise,Gent,0,0,D,,,,,2.18,3.61,3.04,2026-07-20T22:00:00,6,10,0,2,,,,,0,3,,
2021/2022,bel.1,B1,26/12/2021,Oostende,Genk,0,4,A,,,,,3.49,3.75,1.96,2026-07-20T22:00:00,7,15,2,11,,,,,1,1,,
2021/2022,bel.1,B1,27/12/2021,Charleroi,Oud-Heverlee Leuven,0,3,A,,,,,1.71,3.99,4.38,2026-07-20T22:00:00,19,12,7,6,,,,,1,0,,
2021/2022,bel.1,B1,27/12/2021,Mechelen,Seraing,2,0,H,,,,,1.66,4.02,4.65,2026-07-20T22:00:00,18,19,6,4,,,,,4,3,,
2021/2022,bel.1,B1,27/12/2021,Beerschot VA,Anderlecht,0,7,A,,,,,5.12,4.19,1.59,2026-07-20T22:00:00,5,16,2,9,,,,,2,0,,
2021/2022,bel.1,B1,27/12/2021,St Truiden,Eupen,2,0,H,,,,,2.23,3.48,3.03,2026-07-20T22:00:00,13,9,4,1,,,,,1,3,,
2021/2022,bel.1,B1,14/01/2022,Gent,Kortrijk,2,2,D,,,,,1.41,4.61,7.49,2026-07-20T22:00:00,22,13,5,6,,,,,1,5,,
2021/2022,bel.1,B1,15/01/2022,Oud-Heverlee Leuven,Mechelen,5,0,H,,,,,2.08,3.71,3.19,2026-07-20T22:00:00,,,,,,,,,,,,
2021/2022,bel.1,B1,15/01/2022,Club Brugge,St Truiden,2,0,H,,,,,1.28,5.66,9.46,2026-07-20T22:00:00,19,5,8,2,,,,,0,4,,
2021/2022,bel.1,B1,16/01/2022,Antwerp,Charleroi,3,0,H,,,,,1.96,3.66,3.58,2026-07-20T22:00:00,16,13,4,3,,,,,2,2,,
2021/2022,bel.1,B1,16/01/2022,Eupen,Cercle Brugge,0,2,A,,,,,3.68,3.48,1.97,2026-07-20T22:00:00,5,14,3,6,,,,,2,2,,
2021/2022,bel.1,B1,16/01/2022,Anderlecht,Standard,1,1,D,,,,,1.45,4.6,6.43,2026-07-20T22:00:00,15,6,3,1,,,,,1,3,,
2021/2022,bel.1,B1,16/01/2022,Genk,Beerschot VA,4,1,H,,,,,1.32,5.43,8.34,2026-07-20T22:00:00,19,8,10,4,,,,,1,2,,
2021/2022,bel.1,B1,18/01/2022,Seraing,St. Gilloise,0,4,A,,,,,7.56,4.81,1.38,2026-07-20T22:00:00,14,9,3,6,,,,,2,1,,
2021/2022,bel.1,B1,21/01/2022,Oostende,Antwerp,1,2,A,,,,,3.58,3.76,1.94,2026-07-20T22:00:00,12,14,6,5,,,,,1,2,,
2021/2022,bel.1,B1,22/01/2022,Kortrijk,Eupen,1,1,D,,,,,1.89,3.53,3.96,2026-07-20T22:00:00,18,11,5,3,,,,,0,1,,
2021/2022,bel.1,B1,22/01/2022,Beerschot VA,Oud-Heverlee Leuven,3,1,H,,,,,3.05,3.56,2.19,2026-07-20T22:00:00,15,17,12,5,,,,,1,3,,
2021/2022,bel.1,B1,22/01/2022,St Truiden,Seraing,3,1,H,,,,,1.83,3.69,4.07,2026-07-20T22:00:00,13,9,6,1,,,,,2,2,,
2021/2022,bel.1,B1,22/01/2022,Charleroi,Gent,0,0,D,,,,,3.18,3.48,2.16,2026-07-20T22:00:00,12,8,4,4,,,,,1,1,,
2021/2022,bel.1,B1,23/01/2022,Standard,Club Brugge,2,2,D,,,,,4.16,3.87,1.77,2026-07-20T22:00:00,12,19,6,6,,,,,2,1,,
2021/2022,bel.1,B1,23/01/2022,St. Gilloise,Genk,2,1,H,,,,,1.92,3.8,3.55,2026-07-20T22:00:00,8,8,5,2,,,,,3,0,,
2021/2022,bel.1,B1,23/01/2022,Mechelen,Anderlecht,0,1,A,,,,,4.18,3.94,1.74,2026-07-20T22:00:00,3,8,0,5,,,,,3,2,,
2021/2022,bel.1,B1,23/01/2022,Cercle Brugge,Waregem,3,1,H,,,,,1.54,4.25,5.51,2026-07-20T22:00:00,12,10,5,4,,,,,3,4,,
2021/2022,bel.1,B1,25/01/2022,Antwerp,St Truiden,1,1,D,,,,,1.85,3.55,4.16,2026-07-20T22:00:00,13,7,3,2,,,,,0,2,,
2021/2022,bel.1,B1,25/01/2022,Charleroi,Kortrijk,1,1,D,,,,,1.94,3.54,3.79,2026-07-20T22:00:00,19,7,10,2,,,,,2,3,,
2021/2022,bel.1,B1,25/01/2022,Gent,Oostende,1,1,D,,,,,1.4,4.75,7.32,2026-07-20T22:00:00,17,4,6,2,,,,,1,3,,
2021/2022,bel.1,B1,26/01/2022,Eupen,Standard,0,2,A,,,,,3.01,3.41,2.27,2026-07-20T22:00:00,16,14,3,4,,,,,1,2,,
2021/2022,bel.1,B1,26/01/2022,Waregem,Oud-Heverlee Leuven,1,1,D,,,,,2.68,3.58,2.42,2026-07-20T22:00:00,10,10,4,3,,,,,2,2,,
2021/2022,bel.1,B1,26/01/2022,Anderlecht,Cercle Brugge,0,2,A,,,,,1.65,4.0,4.83,2026-07-20T22:00:00,3,17,0,9,,,,,1,2,,
2021/2022,bel.1,B1,26/01/2022,Seraing,Beerschot VA,2,1,H,,,,,2.01,3.63,3.42,2026-07-20T22:00:00,14,14,4,4,,,,,2,1,,
2021/2022,bel.1,B1,27/01/2022,Club Brugge,St. Gilloise,0,0,D,,,,,2.03,3.65,3.34,2026-07-20T22:00:00,10,17,1,6,,,,,1,4,,
2021/2022,bel.1,B1,28/01/2022,St Truiden,Charleroi,0,1,A,,,,,2.61,3.22,2.74,2026-07-20T22:00:00,18,13,3,2,,,,,1,1,,
2021/2022,bel.1,B1,29/01/2022,Beerschot VA,Waregem,3,3,D,,,,,2.28,3.57,2.89,2026-07-20T22:00:00,18,8,7,3,,,,,1,3,,
2021/2022,bel.1,B1,29/01/2022,Seraing,Eupen,0,0,D,,,,,2.43,3.38,2.79,2026-07-20T22:00:00,14,10,5,2,,,,,2,3,,
2021/2022,bel.1,B1,29/01/2022,Cercle Brugge,Oostende,0,1,A,,,,,1.54,4.21,5.68,2026-07-20T22:00:00,10,11,2,3,,,,,1,2,,
2021/2022,bel.1,B1,30/01/2022,St. Gilloise,Anderlecht,1,0,H,,,,,2.29,3.56,2.89,2026-07-20T22:00:00,6,9,5,3,,,,,3,1,,
2021/2022,bel.1,B1,30/01/2022,Gent,Antwerp,0,1,A,,,,,1.85,3.69,3.99,2026-07-20T22:00:00,16,3,4,2,,,,,3,3,,
2021/2022,bel.1,B1,30/01/2022,Standard,Mechelen,1,2,A,,,,,2.05,3.58,3.37,2026-07-20T22:00:00,17,8,8,4,,,,,1,4,,
2021/2022,bel.1,B1,30/01/2022,Kortrijk,Club Brugge,0,1,A,,,,,4.78,3.94,1.66,2026-07-20T22:00:00,8,17,1,6,,,,,2,1,,
2021/2022,bel.1,B1,02/02/2022,Kortrijk,Antwerp,0,2,A,,,,,2.96,3.6,2.23,2026-07-20T22:00:00,28,5,5,2,,,,,2,1,,
2021/2022,bel.1,B1,04/02/2022,Charleroi,Seraing,2,0,H,,,,,1.62,4.09,5.04,2026-07-20T22:00:00,10,7,3,1,,,,,1,3,,
2021/2022,bel.1,B1,05/02/2022,Kortrijk,St Truiden,1,3,A,,,,,2.31,3.41,2.97,2026-07-20T22:00:00,12,11,3,4,,,,,3,4,,
2021/2022,bel.1,B1,05/02/2022,Oostende,Oud-Heverlee Leuven,1,3,A,,,,,2.51,3.5,2.64,2026-07-20T22:00:00,12,8,3,4,,,,,2,1,,
2021/2022,bel.1,B1,05/02/2022,Standard,Cercle Brugge,1,1,D,,,,,2.71,3.31,2.55,2026-07-20T22:00:00,9,17,5,6,,,,,6,3,,
2021/2022,bel.1,B1,05/02/2022,Antwerp,St. Gilloise,0,2,A,,,,,3.09,3.53,2.19,2026-07-20T22:00:00,14,16,2,6,,,,,3,3,,
2021/2022,bel.1,B1,06/02/2022,Club Brugge,Gent,1,2,A,,,,,2.24,3.55,2.98,2026-07-20T22:00:00,13,10,3,3,,,,,4,5,,
2021/2022,bel.1,B1,06/02/2022,Mechelen,Beerschot VA,3,2,H,,,,,1.84,3.87,3.79,2026-07-20T22:00:00,11,11,4,2,,,,,0,3,,
2021/2022,bel.1,B1,06/02/2022,Anderlecht,Eupen,4,1,H,,,,,1.35,4.96,8.25,2026-07-20T22:00:00,19,8,5,5,,,,,0,1,,
