team_name,team_name_en,team_name_cn,league,d82_total_value,d83_starter_value,d82_unit,data_source,fetched_at
Sunderland,Sunderland,Sunderland,eng.1,246614998.0,167599999.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Suwon FC,Suwon FC,Suwon FC,kor.1,15565000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Swansea City,Swansea City,Swansea City,eng.2,56975000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Swindon Town,Swindon Town,Swindon Town,eng.4,10420000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Sydney FC,Sydney FC,Sydney FC,aus.1,13320000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
São Paulo,São Paulo,São Paulo,bra.1,59399998.0,18900000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Sønderjyske Fodbold,Sønderjyske Fodbold,Sønderjyske Fodbold,den.1,19995000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Südtirol,Südtirol,Südtirol,ita.2,24415000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
TSG 1899 Hoffenheim,TSG 1899 Hoffenheim,TSG 1899 Hoffenheim,ger.1,138800000.0,67400000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
TSG 1899 Hoffenheim II,TSG 1899 Hoffenheim II,TSG 1899 Hoffenheim II,ger.3,13275000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
TSV 1860 München,TSV 1860 München,TSV 1860 München,ger.3,20475000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
TSV Hartberg,TSV Hartberg,TSV Hartberg,ger.1,22560000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
TSV Havelse,TSV Havelse,TSV Havelse,ger.3,12820000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Talleres,Talleres,Talleres,arg.1,61930000.0,19800000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Telstar,Telstar,Telstar,ned.1,19315000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Tianjin Jinmen Tiger,Tianjin Jinmen Tiger,Tianjin Jinmen Tiger,sui.1,17185000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Tigre,Tigre,Tigre,arg.1,45875000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Torino,Torino,Torino,ita.1,168325000.0,112500000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Toronto FC,Toronto FC,Toronto FC,usa.1,28140000.0,7500000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Tottenham Hotspur,Tottenham Hotspur,Tottenham Hotspur,eng.1,657800000.0,650600000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Toulouse FC,Toulouse FC,Toulouse FC,fra.1,105725000.0,49000000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Tranmere Rovers,Tranmere Rovers,Tranmere Rovers,eng.4,8195000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Tromsø IL,Tromsø IL,Tromsø IL,nor.1,20620000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
UD Almería,UD Almería,UD Almería,esp.2,67675000.0,5500000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
UD Las Palmas,UD Las Palmas,UD Las Palmas,esp.2,85790000.0,23500000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
US Boulogne Cote d'Opale,US Boulogne Cote d'Opale,US Boulogne Cote d'Opale,fra.2,11860000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
USL Dunkerque,USL Dunkerque,USL Dunkerque,fra.2,22250000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
UTA Arad,UTA Arad,UTA Arad,rou.1,14770000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Udinese,Udinese,Udinese,ita.1,101155000.0,38200000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Ulsan HD FC,Ulsan HD FC,Ulsan HD FC,kor.1,28795000.0,1800000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Unirea Slobozia,Unirea Slobozia,Unirea Slobozia,rou.1,11180000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
United Tigers SC,United Tigers SC,United Tigers SC,sui.1,1175000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Universidad Católica,Universidad Católica,Universidad Católica,Primera_Division,25665000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Universidad Católica del Ecuador,Universidad Católica del Ecuador,Universidad Católica del Ecuador,ita.1,18575000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Universidad de Chile,Universidad de Chile,Universidad de Chile,Primera_Division,37705000.0,4400000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Universitario de Deportes,Universitario de Deportes,Universitario de Deportes,Liga_1,29410000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Universitatea Cluj,Universitatea Cluj,Universitatea Cluj,rou.1,22950000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Universitatea Craiova,Universitatea Craiova,Universitatea Craiova,rou.1,31920000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Unión Española,Unión Española,Unión Española,Primera_Division,23250000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Valencia CF,Valencia CF,Valencia CF,esp.1,248200000.0,228000000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Vancouver Whitecaps FC,Vancouver Whitecaps FC,Vancouver Whitecaps FC,usa.1,59875000.0,28000000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Vasco da Gama,Vasco da Gama,Vasco da Gama,bra.1,31125000.0,6500000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Vejle Boldklub,Vejle Boldklub,Vejle Boldklub,den.1,27625000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Venezia,Venezia,Venezia,ita.2,59520000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
VfB Stuttgart,VfB Stuttgart,VfB Stuttgart,ger.1,282300000.0,238500000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
VfB Stuttgart II,VfB Stuttgart II,VfB Stuttgart II,ger.3,16945000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
VfL Bochum 1848,VfL Bochum 1848,VfL Bochum 1848,ger.2,55224999.0,10200000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
VfL Osnabrück,VfL Osnabrück,VfL Osnabrück,ger.3,18340000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
VfL Wolfsburg,VfL Wolfsburg,VfL Wolfsburg,ger.1,256535000.0,218700000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Viborg FF,Viborg FF,Viborg FF,den.1,26750000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Viking FK,Viking FK,Viking FK,nor.1,42950000.0,6000000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Viktoria Köln,Viktoria Köln,Viktoria Köln,ger.3,17525000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Viktoria Plzeň,Viktoria Plzeň,Viktoria Plzeň,První_liga,67850000.0,20800000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Villarreal CF,Villarreal CF,Villarreal CF,esp.1,357300000.0,307900000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Virtus Entella,Virtus Entella,Virtus Entella,ita.2,26050000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Vitória,Vitória,Vitória,bra.1,27925000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Vitória SC,Vitória SC,Vitória SC,por.1,42400000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Vålerenga Fotball,Vålerenga Fotball,Vålerenga Fotball,nor.1,21250000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Vélez Sarsfield,Vélez Sarsfield,Vélez Sarsfield,arg.1,87800000.0,17300000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
WSG Tirol,WSG Tirol,WSG Tirol,ger.1,22130000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Walsall,Walsall,Walsall,eng.4,13680000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Waterford FC,Waterford FC,Waterford FC,Premier_Division,6445000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Watford,Watford,Watford,eng.2,57280000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Wellington Phoenix,Wellington Phoenix,Wellington Phoenix,aus.1,9125000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
West Bromwich Albion,West Bromwich Albion,West Bromwich Albion,eng.2,57155000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
West Ham United,West Ham United,West Ham United,eng.1,262525000.0,239125000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Western Sydney Wanderers,Western Sydney Wanderers,Western Sydney Wanderers,aus.1,14670000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Western United,Western United,Western United,aus.1,4265000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Widzew Łódź,Widzew Łódź,Widzew Łódź,pol.1,38340000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Wigan Athletic,Wigan Athletic,Wigan Athletic,eng.3,24235000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Wisła Płock,Wisła Płock,Wisła Płock,pol.1,15680000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Wolfsberger AC,Wolfsberger AC,Wolfsberger AC,ger.1,34500000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Wolverhampton Wanderers,Wolverhampton Wanderers,Wolverhampton Wanderers,eng.1,228125000.0,181700000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Wrexham,Wrexham,Wrexham,eng.2,54700000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Wuhan Three Towns,Wuhan Three Towns,Wuhan Three Towns,sui.1,11850000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Wycombe Wanderers,Wycombe Wanderers,Wycombe Wanderers,eng.3,27090000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Yunnan Yukun,Yunnan Yukun,Yunnan Yukun,sui.1,11625000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Zagłębie Lubin,Zagłębie Lubin,Zagłębie Lubin,pol.1,21680000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Zhejiang FC,Zhejiang FC,Zhejiang FC,sui.1,15650000.0,5500000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Çaykur Rizespor,Çaykur Rizespor,Çaykur Rizespor,tur.1,53799999.0,9000000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Östers IF,Östers IF,Östers IF,swe.1,15900000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Atlanta United FC,Atlanta United FC,Atlanta United FC,usa.1,51579999.0,20000000.0,EUR,fc26_eafchub_alias_p29_336,2026-08-13
D.C. United,D.C. United,D.C. United,usa.1,26645000.0,2700000.0,EUR,fc26_eafchub_alias_p29_336,2026-08-13
LAFC,LAFC,LAFC,usa.1,92410000.0,61200000.0,EUR,fc26_eafchub_alias_p29_336,2026-08-13
Red Bull New York,Red Bull New York,Red Bull New York,usa.1,45620000.0,12900000.0,EUR,fc26_eafchub_alias_p29_336,2026-08-13
Inter Miami CF,Inter Miami CF,Inter Miami CF,usa.1,99614999.0,69699999.0,EUR,fc26_eafchub_alias_p29_336,2026-08-13
Minnesota United,Minnesota United,Minnesota United,usa.1,39620000.0,0.0,EUR,fc26_eafchub_alias_p29_336,2026-08-13
Gimcheon Sangmu,Gimcheon Sangmu,Gimcheon Sangmu,kor.1,30225000.0,6000000.0,EUR,fc26_eafchub_alias_p29_336,2026-08-13
Jeju SK FC,Jeju SK FC,Jeju SK FC,kor.1,16240000.0,0.0,EUR,fc26_eafchub_alias_p29_336,2026-08-13
Ulsan HD,Ulsan HD,Ulsan HD,kor.1,28795000.0,1800000.0,EUR,fc26_eafchub_alias_p29_336,2026-08-13
Ulsan Hyundai,Ulsan Hyundai,Ulsan Hyundai,kor.1,28795000.0,1800000.0,EUR,fc26_eafchub_alias_p29_336,2026-08-13
Servette,Servette,Servette,sui.1,33915000.0,9100000.0,EUR,fc26_eafchub_alias_p29_336,2026-08-13
FC Zurich,FC Zurich,FC Zurich,sui.1,30290000.0,0.0,EUR,fc26_eafchub_alias_p29_336,2026-08-13
Club Brugge KV,Club Brugge KV,Club Brugge KV,bel.1,166925000.0,101900000.0,EUR,fc26_eafchub_alias_p29_336,2026-08-13
Ajax Amsterdam,Ajax Amsterdam,Ajax Amsterdam,ned.1,196250000.0,136625000.0,EUR,fc26_eafchub_alias_p29_336,2026-08-13
Anderlecht,Anderlecht,Anderlecht,bel.1,87905000.0,13500000.0,EUR,fc26_eafchub_alias_p29_336,2026-08-13
Besiktas,Besiktas,Besiktas,tur.1,180999998.0,142900000.0,EUR,fc26_eafchub_alias_p29_336,2026-08-13
Benfica,Benfica,Benfica,por.1,388800000.0,342000000.0,EUR,fc26_eafchub_alias_p29_336,2026-08-13
Fenerbahce,Fenerbahce,Fenerbahce,tur.1,335000000.0,312000000.0,EUR,fc26_eafchub_alias_p29_336,2026-08-13
Feyenoord,Feyenoord,Feyenoord,ned.1,204299999.0,130300000.0,EUR,fc26_eafchub_alias_p29_336,2026-08-13
FC Twente,FC Twente,FC Twente,ned.1,61265000.0,2400000.0,EUR,fc26_eafchub_alias_p29_336,2026-08-13
AZ Alkmaar,AZ Alkmaar,AZ Alkmaar,ned.1,123090000.0,36500000.0,EUR,fc26_eafchub_alias_p29_336,2026-08-13
PSV,PSV,PSV,ned.1,252000000.0,199000000.0,EUR,fc26_eafchub_alias_p29_336,2026-08-13
Galatasaray,Galatasaray,Galatasaray,tur.1,425200000.0,412300000.0,EUR,fc26_eafchub_alias_p29_336,2026-08-13
Trabzonspor,Trabzonspor,Trabzonspor,tur.1,102775000.0,52600000.0,EUR,fc26_eafchub_alias_p29_336,2026-08-13
Slavia Prague,Slavia Prague,Slavia Prague,cze.1,135025000.0,81400000.0,EUR,fc26_eafchub_alias_p29_336,2026-08-13
Sparta Prague,Sparta Prague,Sparta Prague,cze.1,90655000.0,39000000.0,EUR,fc26_eafchub_alias_p29_336,2026-08-13
CFR Cluj-Napoca,CFR Cluj-Napoca,CFR Cluj-Napoca,rou.1,43120000.0,4600000.0,EUR,fc26_eafchub_alias_p29_336,2026-08-13
Steaua Bucharest,Steaua Bucharest,Steaua Bucharest,rou.1,40849999.0,0.0,EUR,fc26_eafchub_alias_p29_336,2026-08-13
Hajduk Split,Hajduk Split,Hajduk Split,cro.1,58350000.0,15000000.0,EUR,fc26_eafchub_alias_p29_336,2026-08-13
Dinamo Zagreb,Dinamo Zagreb,Dinamo Zagreb,cro.1,85510000.0,28500000.0,EUR,fc26_eafchub_alias_p29_336,2026-08-13
Porto,Porto,Porto,por.1,270900000.0,240000000.0,EUR,fc26_eafchub_alias_p29_336,2026-08-13
Basel,Basel,Basel,sui.1,73810000.0,21500000.0,EUR,fc26_eafchub_alias_p29_336,2026-08-13
Young Boys,Young Boys,Young Boys,sui.1,54540000.0,0.0,EUR,fc26_eafchub_alias_p29_336,2026-08-13
Celtic,Celtic,Celtic,sco.1,176200000.0,117900000.0,EUR,fc26_eafchub_alias_p29_336,2026-08-13
Rangers,Rangers,Rangers,sco.1,105400000.0,31800000.0,EUR,fc26_eafchub_alias_p29_336,2026-08-13
Malmö FF,Malmö FF,Malmö FF,swe.1,39735000.0,0.0,EUR,fc26_eafchub_alias_p29_336,2026-08-13
AIK,AIK,AIK,swe.1,26475000.0,0.0,EUR,fc26_eafchub_alias_p29_336,2026-08-13
Djurgården,Djurgården,Djurgården,swe.1,29450000.0,0.0,EUR,fc26_eafchub_alias_p29_336,2026-08-13
Rosenborg,Rosenborg,Rosenborg,nor.1,34650000.0,0.0,EUR,fc26_eafchub_alias_p29_336,2026-08-13
Molde,Molde,Molde,nor.1,34325000.0,0.0,EUR,fc26_eafchub_alias_p29_336,2026-08-13
Bodø/Glimt,Bodø/Glimt,Bodø/Glimt,nor.1,61200000.0,12000000.0,EUR,fc26_eafchub_alias_p29_336,2026-08-13
Heart of Midlothian,Heart of Midlothian,Heart of Midlothian,sco.1,36485000.0,0.0,EUR,fc26_eafchub_alias_p29_336,2026-08-13
Lech Poznan,Lech Poznan,Lech Poznan,pol.1,48975000.0,0.0,EUR,fc26_eafchub_alias_p29_336,2026-08-13
Jagiellonia Bialystok,Jagiellonia Bialystok,Jagiellonia Bialystok,pol.1,37780000.0,0.0,EUR,fc26_eafchub_alias_p29_336,2026-08-13
Gornik Zabrze,Gornik Zabrze,Gornik Zabrze,pol.1,24965000.0,0.0,EUR,fc26_eafchub_alias_p29_336,2026-08-13
Raków Czestochowa,Raków Czestochowa,Raków Czestochowa,pol.1,46250000.0,0.0,EUR,fc26_eafchub_alias_p29_336,2026-08-13
Hammarby IF,Hammarby IF,Hammarby IF,swe.1,34715000.0,0.0,EUR,fc26_eafchub_alias_p29_336,2026-08-13
Austria Vienna,Austria Vienna,Austria Vienna,ger.1,26820000.0,0.0,EUR,fc26_eafchub_alias_p29_336,2026-08-13
Ferencvaros,Ferencvaros,Ferencvaros,hun.1,64855000.0,13900000.0,EUR,fc26_eafchub_alias_p29_336,2026-08-13
PAOK,PAOK,PAOK,sui.1,111000000.0,67500000.0,EUR,fc26_eafchub_alias_p29_336,2026-08-13
Union Saint-Gilloise,Union Saint-Gilloise,Union Saint-Gilloise,bel.1,86330000.0,44000000.0,EUR,fc26_eafchub_alias_p29_336,2026-08-13
Royal Antwerp,Royal Antwerp,Royal Antwerp,bel.1,56375000.0,9000000.0,EUR,fc26_eafchub_alias_p29_336,2026-08-13
Motherwell,Motherwell,Motherwell,sco.1,22155000.0,0.0,EUR,fc26_eafchub_alias_p29_336,2026-08-13
Shelbourne,Shelbourne,Shelbourne,Premier_Division,10610000.0,0.0,EUR,fc26_eafchub_alias_p29_336,2026-08-13
Braga,Braga,Braga,por.1,176324999.0,109800000.0,EUR,fc26_eafchub_alias_p29_336,2026-08-13
St. Gallen,St. Gallen,St. Gallen,sui.1,31265000.0,0.0,EUR,fc26_eafchub_alias_p29_336,2026-08-13
Olympiacos,Olympiacos,Olympiacos,sui.1,210800000.0,178400000.0,EUR,fc26_eafchub_alias_p29_336,2026-08-13
Kashima Antlers,Kashima Antlers,Kashima Antlers,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
Kawasaki Frontale,Kawasaki Frontale,Kawasaki Frontale,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
Yokohama F. Marinos,Yokohama F. Marinos,Yokohama F. Marinos,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
Vissel Kobe,Vissel Kobe,Vissel Kobe,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
Urawa Red Diamonds,Urawa Red Diamonds,Urawa Red Diamonds,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
Sanfrecce Hiroshima,Sanfrecce Hiroshima,Sanfrecce Hiroshima,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
Cerezo Osaka,Cerezo Osaka,Cerezo Osaka,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
Gamba Osaka,Gamba Osaka,Gamba Osaka,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
Nagoya Grampus,Nagoya Grampus,Nagoya Grampus,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
FC Tokyo,FC Tokyo,FC Tokyo,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
Shimizu S-Pulse,Shimizu S-Pulse,Shimizu S-Pulse,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
Kashiwa Reysol,Kashiwa Reysol,Kashiwa Reysol,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
Kyoto Sanga,Kyoto Sanga,Kyoto Sanga,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
Avispa Fukuoka,Avispa Fukuoka,Avispa Fukuoka,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
Tokyo Verdy 1969,Tokyo Verdy 1969,Tokyo Verdy 1969,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
Machida Zelvia,Machida Zelvia,Machida Zelvia,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
Fagiano Okayama,Fagiano Okayama,Fagiano Okayama,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
V-Varen Nagasaki,V-Varen Nagasaki,V-Varen Nagasaki,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
Mito Hollyhock,Mito Hollyhock,Mito Hollyhock,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
JEF United Ichihara-Chiba,JEF United Ichihara-Chiba,JEF United Ichihara-Chiba,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
FC TOKYO FC TOKYO,FC TOKYO FC TOKYO,FC TOKYO FC TOKYO,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
Red Star Belgrade,Red Star Belgrade,Red Star Belgrade,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
CSKA Sofia,CSKA Sofia,CSKA Sofia,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
Rapid Vienna,Rapid Vienna,Rapid Vienna,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
RB Salzburg,RB Salzburg,RB Salzburg,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
F.C. København,F.C. København,F.C. København,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
FC Hradec Králové,FC Hradec Králové,FC Hradec Králové,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
Jablonec,Jablonec,Jablonec,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
Debrecen,Debrecen,Debrecen,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
Györi ETO FC,Györi ETO FC,Györi ETO FC,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
Flora,Flora,Flora,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
Paide Linnameeskond,Paide Linnameeskond,Paide Linnameeskond,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
FC Ilves,FC Ilves,FC Ilves,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
FC Inter Turku,FC Inter Turku,FC Inter Turku,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
KuPS Kuopio,KuPS Kuopio,KuPS Kuopio,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
KI Klaksvik,KI Klaksvik,KI Klaksvik,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
NSI Runavik,NSI Runavik,NSI Runavik,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
Lincoln Red Imps,Lincoln Red Imps,Lincoln Red Imps,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
Bohemians,Bohemians,Bohemians,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
Valur Reykjavik,Valur Reykjavik,Valur Reykjavik,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
Vikingur Reykjavik,Vikingur Reykjavik,Vikingur Reykjavik,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
Beitar Jerusalem,Beitar Jerusalem,Beitar Jerusalem,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
Hapoel Tel Aviv,Hapoel Tel Aviv,Hapoel Tel Aviv,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
Maccabi Tel-Aviv,Maccabi Tel-Aviv,Maccabi Tel-Aviv,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
Tobol Kostanay,Tobol Kostanay,Tobol Kostanay,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
FK Qarabag,FK Qarabag,FK Qarabag,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
Dinamo City,Dinamo City,Dinamo City,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
Egnatia,Egnatia,Egnatia,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
Drita Gjilan,Drita Gjilan,Drita Gjilan,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
Inter D'Escaldes,Inter D'Escaldes,Inter D'Escaldes,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
FC Noah,FC Noah,FC Noah,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
ML Vitebsk,ML Vitebsk,ML Vitebsk,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
Dinamo Minsk,Dinamo Minsk,Dinamo Minsk,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
Borac Banja Luka,Borac Banja Luka,Borac Banja Luka,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
Rijeka,Rijeka,Rijeka,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
Omonia Nicosia,Omonia Nicosia,Omonia Nicosia,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
Pafos,Pafos,Pafos,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
Partizan Belgrade,Partizan Belgrade,Partizan Belgrade,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
Dunajska Streda,Dunajska Streda,Dunajska Streda,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
FC Vaduz,FC Vaduz,FC Vaduz,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
Tre Fiori,Tre Fiori,Tre Fiori,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
Riga FC,Riga FC,Riga FC,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
Rigas Futbola Skola,Rigas Futbola Skola,Rigas Futbola Skola,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
FK Auda,FK Auda,FK Auda,unknown,0.0,0.0,EUR,no_fc26_data_p29_336,2026-08-13
