id,league_slug,match_date,home_team,away_team,bookmaker,home_odds,draw_odds,away_odds,over_2_5_odds,under_2_5_odds,fetched_at
7445,ger.1,2026-05-02,Hoffenheim,Stuttgart,Ladbrokes,2.25,4.0,2.7,,,2026-07-27 11:39:40
7446,ger.1,2026-05-02,Union Berlin,1. FC Köln,B365,2.45,3.3,2.9,1.91,1.91,2026-07-27 11:39:40
7447,ger.1,2026-05-02,Union Berlin,1. FC Köln,Betway,2.37,3.4,2.87,,,2026-07-27 11:39:40
7448,ger.1,2026-05-02,Union Berlin,1. FC Köln,Coral,2.4,3.4,2.87,,,2026-07-27 11:39:40
7449,ger.1,2026-05-02,Union Berlin,1. FC Köln,Ladbrokes,2.37,3.4,2.87,,,2026-07-27 11:39:40
7450,ger.1,2026-05-02,Werder Bremen,Augsburg,B365,1.95,3.8,3.6,1.62,2.3,2026-07-27 11:39:40
7451,ger.1,2026-05-02,Werder Bremen,Augsburg,Betway,1.95,3.8,3.5,,,2026-07-27 11:39:40
7452,ger.1,2026-05-02,Werder Bremen,Augsburg,Coral,1.95,3.8,3.5,,,2026-07-27 11:39:40
7453,ger.1,2026-05-02,Werder Bremen,Augsburg,Ladbrokes,1.95,3.75,3.5,,,2026-07-27 11:39:40
7454,ger.1,2026-05-02,Bayer Leverkusen,RB Leipzig,B365,2.1,4.2,2.88,1.36,3.2,2026-07-27 11:39:40
7455,ger.1,2026-05-02,Bayer Leverkusen,RB Leipzig,Betway,2.1,4.1,3.0,,,2026-07-27 11:39:40
7456,ger.1,2026-05-02,Bayer Leverkusen,RB Leipzig,Ladbrokes,2.1,4.0,3.0,,,2026-07-27 11:39:40
7457,ger.1,2026-05-03,St Pauli,Mainz,B365,2.63,3.3,2.6,2.1,1.73,2026-07-27 11:39:40
7458,ger.1,2026-05-03,St Pauli,Mainz,Betway,2.75,3.25,2.55,,,2026-07-27 11:39:40
7459,ger.1,2026-05-03,St Pauli,Mainz,Coral,2.8,3.25,2.6,,,2026-07-27 11:39:40
7460,ger.1,2026-05-03,St Pauli,Mainz,Ladbrokes,2.75,3.25,2.5,,,2026-07-27 11:39:40
7461,ger.1,2026-05-03,Borussia Mönchengladbach,Borussia Dortmund,B365,3.75,3.8,1.91,1.57,2.38,2026-07-27 11:39:40
7462,ger.1,2026-05-03,Borussia Mönchengladbach,Borussia Dortmund,Betway,3.6,3.9,1.9,,,2026-07-27 11:39:40
7463,ger.1,2026-05-03,Borussia Mönchengladbach,Borussia Dortmund,Coral,3.6,3.9,1.91,,,2026-07-27 11:39:40
7464,ger.1,2026-05-03,Borussia Mönchengladbach,Borussia Dortmund,Ladbrokes,3.6,3.8,1.91,,,2026-07-27 11:39:40
7465,ger.1,2026-05-03,Freiburg,Wolfsburg,B365,2.55,3.5,2.7,1.67,2.2,2026-07-27 11:39:40
7466,ger.1,2026-05-03,Freiburg,Wolfsburg,Betway,2.4,3.6,2.8,,,2026-07-27 11:39:40
7467,ger.1,2026-05-03,Freiburg,Wolfsburg,Coral,2.4,3.6,2.8,,,2026-07-27 11:39:40
7468,ger.1,2026-05-03,Freiburg,Wolfsburg,Ladbrokes,2.37,3.5,2.75,,,2026-07-27 11:39:40
7469,ger.1,2026-05-08,Borussia Dortmund,Ein Frankfurt,B365,1.67,4.33,4.5,1.4,3.0,2026-07-27 11:39:40
7470,ger.1,2026-05-08,Borussia Dortmund,Ein Frankfurt,Betway,1.65,4.6,4.33,,,2026-07-27 11:39:40
7471,ger.1,2026-05-08,Borussia Dortmund,Ein Frankfurt,Coral,1.65,4.6,4.33,,,2026-07-27 11:39:40
7472,ger.1,2026-05-08,Borussia Dortmund,Ein Frankfurt,Ladbrokes,1.65,4.5,4.33,,,2026-07-27 11:39:40
7473,ger.1,2026-05-09,Augsburg,Borussia Mönchengladbach,B365,2.05,3.75,3.3,1.62,2.3,2026-07-27 11:39:40
7474,ger.1,2026-05-09,Augsburg,Borussia Mönchengladbach,Betway,2.1,3.7,3.25,,,2026-07-27 11:39:40
7475,ger.1,2026-05-09,Augsburg,Borussia Mönchengladbach,Coral,2.1,3.7,3.25,,,2026-07-27 11:39:40
7476,ger.1,2026-05-09,Augsburg,Borussia Mönchengladbach,Ladbrokes,2.05,3.7,3.25,,,2026-07-27 11:39:40
7477,ger.1,2026-05-09,Hoffenheim,Werder Bremen,B365,1.45,5.0,5.75,1.36,3.2,2026-07-27 11:39:40
7478,ger.1,2026-05-09,Hoffenheim,Werder Bremen,Betway,1.47,5.0,5.5,,,2026-07-27 11:39:40
7479,ger.1,2026-05-09,Hoffenheim,Werder Bremen,Coral,1.48,5.0,5.5,,,2026-07-27 11:39:40
7480,ger.1,2026-05-09,Hoffenheim,Werder Bremen,Ladbrokes,1.48,5.0,5.5,,,2026-07-27 11:39:40
7481,ger.1,2026-05-09,RB Leipzig,St Pauli,B365,1.3,5.5,9.5,1.44,2.75,2026-07-27 11:39:40
7482,ger.1,2026-05-09,RB Leipzig,St Pauli,Betway,1.34,5.5,8.0,,,2026-07-27 11:39:40
7483,ger.1,2026-05-09,Stuttgart,Bayer Leverkusen,B365,2.15,4.0,2.8,1.33,3.4,2026-07-27 11:39:40
7484,ger.1,2026-05-09,Stuttgart,Bayer Leverkusen,Betway,2.1,4.1,2.9,,,2026-07-27 11:39:40
7485,ger.1,2026-05-09,Wolfsburg,Bayern Munich,B365,4.5,4.33,1.65,1.29,3.75,2026-07-27 11:39:40
7486,ger.1,2026-05-09,Wolfsburg,Bayern Munich,Betway,4.2,4.5,1.68,,,2026-07-27 11:39:40
7487,ger.1,2026-05-09,Wolfsburg,Bayern Munich,Coral,4.2,4.5,1.67,,,2026-07-27 11:39:40
7488,ger.1,2026-05-09,Wolfsburg,Bayern Munich,Ladbrokes,4.2,4.5,1.67,,,2026-07-27 11:39:40
7489,ger.1,2026-05-10,Hamburg,Freiburg,B365,2.75,3.6,2.4,1.73,2.1,2026-07-27 11:39:40
7490,ger.1,2026-05-10,Hamburg,Freiburg,Betway,2.75,3.7,2.37,,,2026-07-27 11:39:40
7491,ger.1,2026-05-10,Hamburg,Freiburg,Coral,2.75,3.7,2.37,,,2026-07-27 11:39:40
7492,ger.1,2026-05-10,Hamburg,Freiburg,Ladbrokes,2.7,3.6,2.37,,,2026-07-27 11:39:40
7493,ger.1,2026-05-10,1. FC Köln,Heidenheim,B365,1.91,4.1,3.4,1.44,2.75,2026-07-27 11:39:40
7494,ger.1,2026-05-10,1. FC Köln,Heidenheim,Betway,1.9,3.9,3.6,,,2026-07-27 11:39:40
7495,ger.1,2026-05-10,1. FC Köln,Heidenheim,Coral,1.91,3.9,3.6,,,2026-07-27 11:39:40
7496,ger.1,2026-05-10,1. FC Köln,Heidenheim,Ladbrokes,1.91,3.9,3.6,,,2026-07-27 11:39:40
7497,ger.1,2026-05-10,Mainz,Union Berlin,B365,1.75,4.0,4.33,1.67,2.2,2026-07-27 11:39:40
7498,ger.1,2026-05-10,Mainz,Union Berlin,Betway,1.77,3.9,4.2,,,2026-07-27 11:39:40
7499,ger.1,2026-05-10,Mainz,Union Berlin,Coral,1.75,3.9,4.2,,,2026-07-27 11:39:40
7500,ger.1,2026-05-10,Mainz,Union Berlin,Ladbrokes,1.75,3.9,4.2,,,2026-07-27 11:39:40
7501,ger.1,2026-05-16,Bayern Munich,1. FC Köln,B365,1.14,9.5,14.0,1.13,6.0,2026-07-27 11:39:40
7502,ger.1,2026-05-16,Bayern Munich,1. FC Köln,Betway,1.15,9.25,11.5,,,2026-07-27 11:39:40
7503,ger.1,2026-05-16,Bayern Munich,1. FC Köln,Coral,1.18,9.0,11.0,,,2026-07-27 11:39:40
7504,ger.1,2026-05-16,Bayern Munich,1. FC Köln,Ladbrokes,1.17,9.0,11.0,,,2026-07-27 11:39:40
7505,ger.1,2026-05-16,Ein Frankfurt,Stuttgart,B365,3.4,4.33,1.85,1.3,3.5,2026-07-27 11:39:40
7506,ger.1,2026-05-16,Ein Frankfurt,Stuttgart,Betway,3.3,4.33,1.9,,,2026-07-27 11:39:40
7507,ger.1,2026-05-16,Ein Frankfurt,Stuttgart,Coral,3.3,4.33,1.91,,,2026-07-27 11:39:40
7508,ger.1,2026-05-16,Ein Frankfurt,Stuttgart,Ladbrokes,3.3,4.2,1.91,,,2026-07-27 11:39:40
7509,ger.1,2026-05-16,Freiburg,RB Leipzig,B365,2.7,4.0,2.3,1.44,2.75,2026-07-27 11:39:40
7510,ger.1,2026-05-16,Freiburg,RB Leipzig,Betway,2.6,3.9,2.37,,,2026-07-27 11:39:40
7511,ger.1,2026-05-16,Freiburg,RB Leipzig,Coral,2.62,3.9,2.37,,,2026-07-27 11:39:40
7512,ger.1,2026-05-16,Freiburg,RB Leipzig,Ladbrokes,2.6,3.9,2.37,,,2026-07-27 11:39:40
7513,ger.1,2026-05-16,Heidenheim,Mainz,B365,1.91,4.33,3.4,1.44,2.75,2026-07-27 11:39:40
7514,ger.1,2026-05-16,Heidenheim,Mainz,Betway,1.9,4.2,3.4,,,2026-07-27 11:39:40
7515,ger.1,2026-05-16,Heidenheim,Mainz,Coral,1.91,4.2,3.4,,,2026-07-27 11:39:40
7516,ger.1,2026-05-16,Heidenheim,Mainz,Ladbrokes,1.91,4.2,3.4,,,2026-07-27 11:39:40
7517,ger.1,2026-05-16,Bayer Leverkusen,Hamburg,B365,1.25,6.75,9.5,1.29,3.75,2026-07-27 11:39:40
7518,ger.1,2026-05-16,Bayer Leverkusen,Hamburg,Betway,1.29,6.5,8.25,,,2026-07-27 11:39:40
7519,ger.1,2026-05-16,Bayer Leverkusen,Hamburg,Coral,1.28,6.5,8.5,,,2026-07-27 11:39:40
7520,ger.1,2026-05-16,Bayer Leverkusen,Hamburg,Ladbrokes,1.28,6.5,8.0,,,2026-07-27 11:39:40
7521,ger.1,2026-05-16,Borussia Mönchengladbach,Hoffenheim,B365,4.33,4.5,1.67,1.36,3.2,2026-07-27 11:39:40
7522,ger.1,2026-05-16,Borussia Mönchengladbach,Hoffenheim,Betway,4.1,4.5,1.7,,,2026-07-27 11:39:40
7523,ger.1,2026-05-16,Borussia Mönchengladbach,Hoffenheim,Coral,4.2,4.5,1.7,,,2026-07-27 11:39:40
7524,ger.1,2026-05-16,Borussia Mönchengladbach,Hoffenheim,Ladbrokes,4.0,4.4,1.7,,,2026-07-27 11:39:40
7525,ger.1,2026-05-16,St Pauli,Wolfsburg,B365,2.8,3.75,2.35,1.67,2.2,2026-07-27 11:39:40
7526,ger.1,2026-05-16,St Pauli,Wolfsburg,Betway,2.85,3.6,2.3,,,2026-07-27 11:39:40
7527,ger.1,2026-05-16,St Pauli,Wolfsburg,Coral,2.87,3.6,2.3,,,2026-07-27 11:39:40
7528,ger.1,2026-05-16,St Pauli,Wolfsburg,Ladbrokes,2.8,3.6,2.3,,,2026-07-27 11:39:40
7529,ger.1,2026-05-16,Union Berlin,Augsburg,B365,2.6,3.9,2.4,1.5,2.63,2026-07-27 11:39:40
7530,ger.1,2026-05-16,Union Berlin,Augsburg,Betway,2.6,3.75,2.45,,,2026-07-27 11:39:40
7531,ger.1,2026-05-16,Union Berlin,Augsburg,Coral,2.6,3.75,2.45,,,2026-07-27 11:39:40
7532,ger.1,2026-05-16,Union Berlin,Augsburg,Ladbrokes,2.6,3.7,2.45,,,2026-07-27 11:39:40
7533,ger.1,2026-05-16,Werder Bremen,Borussia Dortmund,B365,3.5,4.0,1.95,1.4,3.0,2026-07-27 11:39:40
7534,ger.1,2026-05-16,Werder Bremen,Borussia Dortmund,Betway,3.3,4.0,1.95,,,2026-07-27 11:39:40
7535,ger.1,2026-05-16,Werder Bremen,Borussia Dortmund,Coral,3.3,4.0,1.95,,,2026-07-27 11:39:40
7536,ger.1,2026-05-16,Werder Bremen,Borussia Dortmund,Ladbrokes,3.3,4.0,1.95,,,2026-07-27 11:39:40
7537,fra.1,2025-08-15,Stade Rennais,Olympique Marseille,B365,3.5,3.6,2.05,1.88,1.98,2026-07-27 11:39:40
7538,fra.1,2025-08-15,Stade Rennais,Olympique Marseille,Pinnacle,3.64,3.58,2.11,1.91,2.0,2026-07-27 11:39:40
7539,fra.1,2025-08-15,Stade Rennais,Olympique Marseille,Betway,3.4,3.5,2.05,,,2026-07-27 11:39:40
7540,fra.1,2025-08-15,Stade Rennais,Olympique Marseille,Coral,3.4,3.5,2.05,,,2026-07-27 11:39:40
7541,fra.1,2025-08-15,Stade Rennais,Olympique Marseille,Ladbrokes,3.4,3.5,2.05,,,2026-07-27 11:39:40
7542,fra.1,2025-08-16,Lens,Olympique Lyonnais,B365,2.3,3.6,2.9,1.67,2.2,2026-07-27 11:39:40
7543,fra.1,2025-08-16,Lens,Olympique Lyonnais,Pinnacle,2.35,3.63,3.02,1.68,2.27,2026-07-27 11:39:40
7544,fra.1,2025-08-16,Lens,Olympique Lyonnais,Betway,2.25,3.6,2.95,,,2026-07-27 11:39:40
7545,fra.1,2025-08-16,Lens,Olympique Lyonnais,Coral,2.3,3.6,2.9,,,2026-07-27 11:39:40
7546,fra.1,2025-08-16,Lens,Olympique Lyonnais,Ladbrokes,2.25,3.6,2.9,,,2026-07-27 11:39:40
7547,fra.1,2025-08-16,Monaco,Le Havre,B365,1.33,5.25,8.0,1.53,2.5,2026-07-27 11:39:40
7548,fra.1,2025-08-16,Monaco,Le Havre,Pinnacle,1.34,5.61,8.59,1.55,2.55,2026-07-27 11:39:40
7549,fra.1,2025-08-16,Monaco,Le Havre,Betway,1.36,5.25,7.75,,,2026-07-27 11:39:40
7550,fra.1,2025-08-16,Monaco,Le Havre,Coral,1.36,5.25,7.5,,,2026-07-27 11:39:40
7551,fra.1,2025-08-16,Monaco,Le Havre,Ladbrokes,1.36,5.25,7.5,,,2026-07-27 11:39:40
7552,fra.1,2025-08-16,Nice,Toulouse,B365,2.1,3.3,3.6,2.0,1.85,2026-07-27 11:39:40
7553,fra.1,2025-08-16,Nice,Toulouse,Pinnacle,2.12,3.45,3.69,2.03,1.87,2026-07-27 11:39:40
7554,fra.1,2025-08-16,Nice,Toulouse,Betway,2.15,3.4,3.3,,,2026-07-27 11:39:40
7555,fra.1,2025-08-16,Nice,Toulouse,Coral,2.15,3.4,3.3,,,2026-07-27 11:39:40
7556,fra.1,2025-08-16,Nice,Toulouse,Ladbrokes,2.15,3.4,3.3,,,2026-07-27 11:39:40
7557,fra.1,2025-08-17,Brest,Lille,B365,3.3,3.4,2.2,1.9,1.95,2026-07-27 11:39:40
7558,fra.1,2025-08-17,Brest,Lille,Pinnacle,3.36,3.48,2.23,1.93,1.95,2026-07-27 11:39:40
7559,fra.1,2025-08-17,Brest,Lille,Betway,3.2,3.5,2.15,,,2026-07-27 11:39:40
7560,fra.1,2025-08-17,Brest,Lille,Coral,3.2,3.5,2.15,,,2026-07-27 11:39:40
7561,fra.1,2025-08-17,Brest,Lille,Ladbrokes,3.2,3.5,2.15,,,2026-07-27 11:39:40
7562,fra.1,2025-08-17,Angers,Paris FC,B365,2.63,3.2,2.8,2.2,1.67,2026-07-27 11:39:40
7563,fra.1,2025-08-17,Angers,Paris FC,Pinnacle,2.75,3.17,2.83,2.27,1.68,2026-07-27 11:39:40
7564,fra.1,2025-08-17,Angers,Paris FC,Betway,2.6,3.2,2.75,,,2026-07-27 11:39:40
7565,fra.1,2025-08-17,Angers,Paris FC,Coral,2.6,3.2,2.75,,,2026-07-27 11:39:40
7566,fra.1,2025-08-17,Angers,Paris FC,Ladbrokes,2.6,3.2,2.75,,,2026-07-27 11:39:40
7567,fra.1,2025-08-17,Auxerre,Lorient,B365,2.38,3.3,3.0,1.9,1.95,2026-07-27 11:39:40
7568,fra.1,2025-08-17,Auxerre,Lorient,Pinnacle,2.4,3.46,3.06,1.91,1.98,2026-07-27 11:39:40
7569,fra.1,2025-08-17,Auxerre,Lorient,Betway,2.35,3.4,2.9,,,2026-07-27 11:39:40
7570,fra.1,2025-08-17,Auxerre,Lorient,Coral,2.37,3.5,2.9,,,2026-07-27 11:39:40
7571,fra.1,2025-08-17,Auxerre,Lorient,Ladbrokes,2.3,3.4,2.9,,,2026-07-27 11:39:40
7572,fra.1,2025-08-17,Metz,Strasbourg,B365,3.2,3.4,2.25,1.88,1.98,2026-07-27 11:39:40
7573,fra.1,2025-08-17,Metz,Strasbourg,Pinnacle,3.23,3.48,2.29,1.92,1.97,2026-07-27 11:39:40
7574,fra.1,2025-08-17,Metz,Strasbourg,Betway,2.95,3.4,2.3,,,2026-07-27 11:39:40
7575,fra.1,2025-08-17,Metz,Strasbourg,Coral,3.0,3.4,2.3,,,2026-07-27 11:39:40
7576,fra.1,2025-08-17,Metz,Strasbourg,Ladbrokes,3.0,3.4,2.3,,,2026-07-27 11:39:40
7577,fra.1,2025-08-17,Nantes,Paris Saint-Germain,B365,7.5,5.5,1.36,1.44,2.75,2026-07-27 11:39:40
7578,fra.1,2025-08-17,Nantes,Paris Saint-Germain,Pinnacle,8.26,5.72,1.35,1.48,2.73,2026-07-27 11:39:40
7579,fra.1,2025-08-17,Nantes,Paris Saint-Germain,Betway,7.75,5.75,1.34,,,2026-07-27 11:39:40
7580,fra.1,2025-08-17,Nantes,Paris Saint-Germain,Coral,8.0,5.5,1.33,,,2026-07-27 11:39:40
7581,fra.1,2025-08-17,Nantes,Paris Saint-Germain,Ladbrokes,7.5,5.5,1.33,,,2026-07-27 11:39:40
7582,fra.1,2025-08-22,Paris Saint-Germain,Angers,B365,1.08,12.0,21.0,1.25,4.0,2026-07-27 11:39:40
7583,fra.1,2025-08-22,Paris Saint-Germain,Angers,Pinnacle,1.09,12.5,27.0,,,2026-07-27 11:39:40
7584,fra.1,2025-08-22,Paris Saint-Germain,Angers,Betway,1.1,11.5,26.0,,,2026-07-27 11:39:40
7585,fra.1,2025-08-22,Paris Saint-Germain,Angers,Coral,1.09,11.0,23.0,,,2026-07-27 11:39:40
7586,fra.1,2025-08-22,Paris Saint-Germain,Angers,Ladbrokes,1.09,11.0,23.0,,,2026-07-27 11:39:40
7587,fra.1,2025-08-23,Olympique Marseille,Paris FC,B365,1.38,5.0,7.5,1.65,2.2,2026-07-27 11:39:40
7588,fra.1,2025-08-23,Olympique Marseille,Paris FC,Pinnacle,1.39,5.14,8.08,1.67,2.3,2026-07-27 11:39:40
7589,fra.1,2025-08-23,Olympique Marseille,Paris FC,Betway,1.39,5.0,7.5,,,2026-07-27 11:39:40
7590,fra.1,2025-08-23,Olympique Marseille,Paris FC,Coral,1.4,5.0,7.5,,,2026-07-27 11:39:40
7591,fra.1,2025-08-23,Olympique Marseille,Paris FC,Ladbrokes,1.4,5.0,7.5,,,2026-07-27 11:39:40
7592,fra.1,2025-08-23,Nice,Auxerre,B365,1.62,4.2,5.0,1.73,2.08,2026-07-27 11:39:40
7593,fra.1,2025-08-23,Nice,Auxerre,Pinnacle,1.68,4.12,4.98,1.79,2.1,2026-07-27 11:39:40
7594,fra.1,2025-08-23,Nice,Auxerre,Betway,1.62,4.2,5.0,,,2026-07-27 11:39:40
7595,fra.1,2025-08-23,Nice,Auxerre,Coral,1.61,4.2,5.0,,,2026-07-27 11:39:40
7596,fra.1,2025-08-23,Nice,Auxerre,Ladbrokes,1.61,4.2,4.8,,,2026-07-27 11:39:40
7597,fra.1,2025-08-23,Olympique Lyonnais,Metz,B365,1.4,5.0,7.0,1.53,2.5,2026-07-27 11:39:40
7598,fra.1,2025-08-23,Olympique Lyonnais,Metz,Pinnacle,1.4,5.19,7.54,1.56,2.54,2026-07-27 11:39:40
7599,fra.1,2025-08-23,Olympique Lyonnais,Metz,Betway,1.41,5.0,7.0,,,2026-07-27 11:39:40
7600,fra.1,2025-08-23,Olympique Lyonnais,Metz,Coral,1.4,5.0,7.0,,,2026-07-27 11:39:40
7601,fra.1,2025-08-23,Olympique Lyonnais,Metz,Ladbrokes,1.4,5.0,7.0,,,2026-07-27 11:39:40
7602,fra.1,2025-08-24,Lorient,Stade Rennais,B365,2.8,3.3,2.55,1.98,1.88,2026-07-27 11:39:40
7603,fra.1,2025-08-24,Lorient,Stade Rennais,Pinnacle,2.84,3.3,2.64,2.01,1.88,2026-07-27 11:39:40
7604,fra.1,2025-08-24,Lorient,Stade Rennais,Betway,2.75,3.3,2.5,,,2026-07-27 11:39:40
7605,fra.1,2025-08-24,Lorient,Stade Rennais,Coral,2.75,3.4,2.5,,,2026-07-27 11:39:40
7606,fra.1,2025-08-24,Lorient,Stade Rennais,Ladbrokes,2.75,3.3,2.5,,,2026-07-27 11:39:40
7607,fra.1,2025-08-24,Le Havre,Lens,B365,3.75,3.6,1.95,1.85,2.0,2026-07-27 11:39:40
7608,fra.1,2025-08-24,Le Havre,Lens,Pinnacle,3.99,3.66,1.95,1.88,2.02,2026-07-27 11:39:40
7609,fra.1,2025-08-24,Le Havre,Lens,Betway,3.7,3.7,1.93,,,2026-07-27 11:39:40
7610,fra.1,2025-08-24,Le Havre,Lens,Coral,3.7,3.7,1.95,,,2026-07-27 11:39:40
7611,fra.1,2025-08-24,Le Havre,Lens,Ladbrokes,3.7,3.6,1.95,,,2026-07-27 11:39:40
7612,fra.1,2025-08-24,Strasbourg,Nantes,B365,1.75,3.5,5.0,1.93,1.93,2026-07-27 11:39:40
7613,fra.1,2025-08-24,Strasbourg,Nantes,Pinnacle,1.78,3.65,4.98,1.92,1.97,2026-07-27 11:39:40
7614,fra.1,2025-08-24,Strasbourg,Nantes,Betway,1.8,3.7,4.33,,,2026-07-27 11:39:40
7615,fra.1,2025-08-24,Strasbourg,Nantes,Coral,1.8,3.7,4.33,,,2026-07-27 11:39:40
7616,fra.1,2025-08-24,Strasbourg,Nantes,Ladbrokes,1.8,3.6,4.2,,,2026-07-27 11:39:40
7617,fra.1,2025-08-24,Toulouse,Brest,B365,2.1,3.6,3.3,1.93,1.93,2026-07-27 11:39:40
7618,fra.1,2025-08-24,Toulouse,Brest,Pinnacle,2.11,3.57,3.57,1.95,1.93,2026-07-27 11:39:40
7619,fra.1,2025-08-24,Toulouse,Brest,Betway,2.1,3.5,3.4,,,2026-07-27 11:39:40
7620,fra.1,2025-08-24,Toulouse,Brest,Coral,2.1,3.5,3.4,,,2026-07-27 11:39:40
7621,fra.1,2025-08-24,Toulouse,Brest,Ladbrokes,2.1,3.5,3.4,,,2026-07-27 11:39:40
7622,fra.1,2025-08-24,Lille,Monaco,B365,3.1,3.6,2.2,1.67,2.15,2026-07-27 11:39:40
7623,fra.1,2025-08-24,Lille,Monaco,Pinnacle,3.11,3.64,2.29,1.7,2.25,2026-07-27 11:39:40
7624,fra.1,2025-08-24,Lille,Monaco,Betway,2.85,3.6,2.3,,,2026-07-27 11:39:40
7625,fra.1,2025-08-24,Lille,Monaco,Coral,2.87,3.6,2.3,,,2026-07-27 11:39:40
7626,fra.1,2025-08-24,Lille,Monaco,Ladbrokes,2.87,3.6,2.3,,,2026-07-27 11:39:40
7627,fra.1,2025-08-29,Lens,Brest,B365,1.85,3.75,4.0,1.8,2.0,2026-07-27 11:39:40
7628,fra.1,2025-08-29,Lens,Brest,Pinnacle,1.88,3.83,4.24,1.85,2.07,2026-07-27 11:39:40
7629,fra.1,2025-08-29,Lens,Brest,Betway,1.87,3.7,4.0,,,2026-07-27 11:39:40
7630,fra.1,2025-08-29,Lens,Brest,Coral,1.85,3.7,4.0,,,2026-07-27 11:39:40
7631,fra.1,2025-08-29,Lens,Brest,Ladbrokes,1.85,3.6,3.9,,,2026-07-27 11:39:40
7632,fra.1,2025-08-30,Lorient,Lille,B365,3.4,3.5,2.1,1.88,1.98,2026-07-27 11:39:40
7633,fra.1,2025-08-30,Lorient,Lille,Pinnacle,3.44,3.62,2.14,1.88,2.0,2026-07-27 11:39:40
7634,fra.1,2025-08-30,Lorient,Lille,Betway,3.3,3.5,2.1,,,2026-07-27 11:39:40
7635,fra.1,2025-08-30,Lorient,Lille,Coral,3.3,3.5,2.15,,,2026-07-27 11:39:40
7636,fra.1,2025-08-30,Lorient,Lille,Ladbrokes,3.3,3.5,2.1,,,2026-07-27 11:39:40
7637,fra.1,2025-08-30,Nantes,Auxerre,B365,2.2,3.4,3.25,2.2,1.67,2026-07-27 11:39:40
7638,fra.1,2025-08-30,Nantes,Auxerre,Pinnacle,2.33,3.27,3.34,2.22,1.71,2026-07-27 11:39:40
7639,fra.1,2025-08-30,Nantes,Auxerre,Betway,2.3,3.2,3.2,,,2026-07-27 11:39:40
7640,fra.1,2025-08-30,Nantes,Auxerre,Coral,2.3,3.2,3.2,,,2026-07-27 11:39:40
7641,fra.1,2025-08-30,Nantes,Auxerre,Ladbrokes,2.3,3.2,3.2,,,2026-07-27 11:39:40
7642,fra.1,2025-08-30,Toulouse,Paris Saint-Germain,B365,8.5,5.25,1.33,1.57,2.38,2026-07-27 11:39:40
7643,fra.1,2025-08-30,Toulouse,Paris Saint-Germain,Pinnacle,8.47,5.48,1.36,1.59,2.46,2026-07-27 11:39:40
7644,fra.1,2025-08-30,Toulouse,Paris Saint-Germain,Betway,8.75,5.25,1.34,,,2026-07-27 11:39:40
7645,fra.1,2025-08-30,Toulouse,Paris Saint-Germain,Coral,9.0,5.0,1.35,,,2026-07-27 11:39:40
7646,fra.1,2025-08-30,Toulouse,Paris Saint-Germain,Ladbrokes,8.0,4.8,1.3,,,2026-07-27 11:39:40
7647,fra.1,2025-08-31,Angers,Stade Rennais,B365,3.4,3.5,2.1,2.05,1.8,2026-07-27 11:39:40
7648,fra.1,2025-08-31,Angers,Stade Rennais,Pinnacle,3.47,3.53,2.16,2.08,1.82,2026-07-27 11:39:40
7649,fra.1,2025-08-31,Angers,Stade Rennais,Betway,3.25,3.4,2.15,,,2026-07-27 11:39:40
7650,fra.1,2025-08-31,Angers,Stade Rennais,Coral,3.25,3.4,2.15,,,2026-07-27 11:39:40
7651,fra.1,2025-08-31,Angers,Stade Rennais,Ladbrokes,3.25,3.4,2.15,,,2026-07-27 11:39:40
7652,fra.1,2025-08-31,Le Havre,Nice,B365,3.6,3.5,2.05,1.88,1.98,2026-07-27 11:39:40
7653,fra.1,2025-08-31,Le Havre,Nice,Pinnacle,3.64,3.59,2.08,1.88,2.0,2026-07-27 11:39:40
7654,fra.1,2025-08-31,Le Havre,Nice,Betway,3.5,3.4,2.1,,,2026-07-27 11:39:40
7655,fra.1,2025-08-31,Le Havre,Nice,Coral,3.5,3.4,2.1,,,2026-07-27 11:39:40
7656,fra.1,2025-08-31,Le Havre,Nice,Ladbrokes,3.4,3.4,2.1,,,2026-07-27 11:39:40
7657,fra.1,2025-08-31,Monaco,Strasbourg,B365,1.55,4.33,5.5,1.62,2.3,2026-07-27 11:39:40
7658,fra.1,2025-08-31,Monaco,Strasbourg,Pinnacle,1.56,4.56,5.64,1.62,2.39,2026-07-27 11:39:40
7659,fra.1,2025-08-31,Monaco,Strasbourg,Betway,1.55,4.33,5.5,,,2026-07-27 11:39:40
7660,fra.1,2025-08-31,Monaco,Strasbourg,Coral,1.55,4.33,5.5,,,2026-07-27 11:39:40
7661,fra.1,2025-08-31,Monaco,Strasbourg,Ladbrokes,1.55,4.33,5.5,,,2026-07-27 11:39:40
7662,fra.1,2025-08-31,Paris FC,Metz,B365,1.8,3.7,4.33,1.98,1.88,2026-07-27 11:39:40
7663,fra.1,2025-08-31,Paris FC,Metz,Pinnacle,1.84,3.76,4.43,1.97,1.92,2026-07-27 11:39:40
7664,fra.1,2025-08-31,Paris FC,Metz,Betway,1.85,3.6,4.2,,,2026-07-27 11:39:40
7665,fra.1,2025-08-31,Paris FC,Metz,Coral,1.85,3.6,4.2,,,2026-07-27 11:39:40
7666,fra.1,2025-08-31,Paris FC,Metz,Ladbrokes,1.85,3.5,4.2,,,2026-07-27 11:39:40
